"Código del artículo","Título","DOI o URL","Autor principal","Año de la publicación","Región geográfica  del estudio","Sitio del estudio (País, ciudad o ubicación geográfica)","Tipo de estudio","Grupo especifico poblacional","Periodos de estudio(Fechas)","Tiempo de duración del estudio","Fuente de información del incendio","Año/Periodo del incendio","Localización del incendio","Tipo de vegetación de la quema","Estacionalidad","Intensidad","Extensión (Área quemada)","Clasificación del area de extensión","Numero de incendios","Duración","Distancia al lugar de estudio","Metodología empleada para determinar la trayectoria del incendio","Métodos para establecer el transporte del contamiante","Metodología para establecer la relación entre el incendio contam","Contaminante medido(PM2,5 o  black carbon)","Nivel de exposición (Individual o poblacional)","Unidad de tiempo de medición de la exposición","Forma para establecer la exposición: Técnica de medición (Selecc","¿Cúal?","Tipo de modelación empleada (solo para las aproximaciones por mo","Técnica en función del sitio (en el caso de que sea modelación)","Fuente de información de la exposición (en caso de datos secunda","Concentración estudiada del contaminate","Unidad de análisis","Co-variables de ajuste de la exposición mod","Tamaño de la unidad de análisis","Tipo de evento (Seleccione la opción)","Identificación de casos del evento (morbilidad)","Unidad de tiempo de medición del evento","Fuentes de 0ormación en salud","Tipo de fuente de información en salud (Seleccione la opción )","Método estadístico de análsis usado para establecer la relacion","Edades-Grupos etarios","Evento en salud","Clasificación CIE (Si lo hay)","Código de la CIE (Si lo hay)","Tipo de medida de asociación epidemiologica","Otro (Tipo de medida de asociación epidemiologica)","Co-variables de ajuste","Resultados ajustados","Intervalo de confianza inicio","Intervalo de confianza final","Caracteristicas adicionales del resultado","Temporalidad del rezago","Rezago puntual","Períodos de rezago acumulado","Observaciones"
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad crónica de las vías respiratorias bajas","ICD-10-CM","J40-J44, J47","RR","NA","Temperatura","1.20","1.09","1.32","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","2","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad crónica de las vías respiratorias bajas","ICD-10-CM","J40-J44, J47","RR","NA","Temperatura","1.24","1.12","1.37","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","0-1",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad crónica de las vías respiratorias bajas","ICD-10-CM","J40-J44, J47","RR","NA","Temperatura","1.26","1.12","1.41","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","0-2",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad crónica de las vías respiratorias bajas","ICD-10-CM","J40-J44, J47","RR","NA","Temperatura","S.I","S.I","S.I","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","DL0-2",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infección aguda de las vías respiratorias superiores","ICD-10-CM","J00-J06","RR","NA","Temperatura","1.03","0.97","1.09","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","0","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infección aguda de las vías respiratorias superiores","ICD-10-CM","J00-J06","RR","NA","Temperatura","1.00","0.94","1.06","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","1","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infección aguda de las vías respiratorias superiores","ICD-10-CM","J00-J06","RR","NA","Temperatura","1.02","0.96","1.09","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","2","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infección aguda de las vías respiratorias superiores","ICD-10-CM","J00-J06","RR","NA","Temperatura","1.01","0.94","1.08","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","0-1",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infección aguda de las vías respiratorias superiores","ICD-10-CM","J00-J06","RR","NA","Temperatura","1.00","0.93","1.07","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","0-2",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infección aguda de las vías respiratorias superiores","ICD-10-CM","J00-J06","RR","NA","Temperatura","S.I","S.I","S.I","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","DL0-2",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad cardiovascular","ICD-10-CM","I00-I99","RR","NA","Temperatura","1.04","0.99","1.08","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","0","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad cardiovascular","ICD-10-CM","I00-I99","RR","NA","Temperatura","1.02","0.98","1.07","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","1","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad cardiovascular","ICD-10-CM","I00-I99","RR","NA","Temperatura","1.06","1.01","1.11","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","2","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad cardiovascular","ICD-10-CM","I00-I99","RR","NA","Temperatura","1.03","0.98","1.09","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","0-1",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad cardiovascular","ICD-10-CM","I00-I99","RR","NA","Temperatura","1.04","0.99","1.10","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","0-2",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad cardiovascular","ICD-10-CM","I00-I99","RR","NA","Temperatura","S.I","S.I","S.I","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","DL0-2",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad isquémica del corazón","ICD-10-CM","I20-I25","RR","NA","Temperatura","1.08","0.97","1.19","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","0","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad isquémica del corazón","ICD-10-CM","I20-I25","RR","NA","Temperatura","0.98","0.88","1.10","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","1","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad isquémica del corazón","ICD-10-CM","I20-I25","RR","NA","Temperatura","1.00","0.89","1.11","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","2","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad isquémica del corazón","ICD-10-CM","I20-I25","RR","NA","Temperatura","1.03","0.92","1.16","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","0-1",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad isquémica del corazón","ICD-10-CM","I20-I25","RR","NA","Temperatura","0.99","0.87","1.14","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","0-2",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad isquémica del corazón","ICD-10-CM","I20-I25","RR","NA","Temperatura","S.I","S.I","S.I","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","DL0-2",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infarto agudo del miocardio","ICD-10-CM","I21","RR","NA","Temperatura","1.12","0.99","1.26","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","0","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infarto agudo del miocardio","ICD-10-CM","I21","RR","NA","Temperatura","0.96","0.84","1.10","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","1","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infarto agudo del miocardio","ICD-10-CM","I21","RR","NA","Temperatura","0.99","0.86","1.13","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","2","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infarto agudo del miocardio","ICD-10-CM","I21","RR","NA","Temperatura","1.05","0.91","1.21","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","0-1",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infarto agudo del miocardio","ICD-10-CM","I21","RR","NA","Temperatura","1.00","0.85","1.17","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","0-2",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infarto agudo del miocardio","ICD-10-CM","I21","RR","NA","Temperatura","S.I","S.I","S.I","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","DL0-2",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Disritmia","ICD-10-CM","I44-I49","RR","NA","Temperatura","1.06","0.97","1.16","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","0","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Disritmia","ICD-10-CM","I44-I49","RR","NA","Temperatura","1.07","0.98","1.17","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","1","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Disritmia","ICD-10-CM","I44-I49","RR","NA","Temperatura","1.12","1.03","1.22","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","2","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Disritmia","ICD-10-CM","I44-I49","RR","NA","Temperatura","1.08","0.97","1.19","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","0-1",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Disritmia","ICD-10-CM","I44-I49","RR","NA","Temperatura","1.13","1.02","1.26","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","0-2",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Disritmia","ICD-10-CM","I44-I49","RR","NA","Temperatura","S.I","S.I","S.I","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","DL0-2",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad cerebrovascular","ICD-10-CM","I60-I69","RR","NA","Temperatura","0.97","0.88","1.08","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","0","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad cerebrovascular","ICD-10-CM","I60-I69","RR","NA","Temperatura","0.99","0.90","1.09","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","1","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad cerebrovascular","ICD-10-CM","I60-I69","RR","NA","Temperatura","1.06","0.96","1.17","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","2","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad cerebrovascular","ICD-10-CM","I60-I69","RR","NA","Temperatura","0.97","0.87","1.09","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","0-1",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad cerebrovascular","ICD-10-CM","I60-I69","RR","NA","Temperatura","1.01","0.90","1.14","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","0-2",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad cerebrovascular","ICD-10-CM","I60-I69","RR","NA","Temperatura","S.I","S.I","S.I","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","DL0-2",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Ataque isquémico transitorio","ICD-10-CM","G45","RR","NA","Temperatura","1.00","0.82","1.21","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","0","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Ataque isquémico transitorio","ICD-10-CM","G45","RR","NA","Temperatura","0.92","0.75","1.13","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","1","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Ataque isquémico transitorio","ICD-10-CM","G45","RR","NA","Temperatura","0.90","0.73","1.11","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","2","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Ataque isquémico transitorio","ICD-10-CM","G45","RR","NA","Temperatura","0.93","0.74","1.16","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","0-1",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Ataque isquémico transitorio","ICD-10-CM","G45","RR","NA","Temperatura","0.86","0.67","1.11","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","0-2",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Ataque isquémico transitorio","ICD-10-CM","G45","RR","NA","Temperatura","S.I","S.I","S.I","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","DL0-2",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad vascular periférica","ICD-10-CM","I70-I89","RR","NA","Temperatura","0.96","0.85","1.10","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","0","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad vascular periférica","ICD-10-CM","I70-I89","RR","NA","Temperatura","0.94","0.82","1.07","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","1","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad vascular periférica","ICD-10-CM","I70-I89","RR","NA","Temperatura","0.98","0.86","1.12","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","2","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad vascular periférica","ICD-10-CM","I70-I89","RR","NA","Temperatura","0.94","0.82","1.09","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","0-1",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad vascular periférica","ICD-10-CM","I70-I89","RR","NA","Temperatura","0.97","0.83","1.13","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","0-2",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedad vascular periférica","ICD-10-CM","I70-I89","RR","NA","Temperatura","S.I","S.I","S.I","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","DL0-2",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Diabetes","ICD-10-CM","E10-E14","RR","NA","Temperatura","1.06","0.97","1.15","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","0","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Diabetes","ICD-10-CM","E10-E14","RR","NA","Temperatura","1.04","0.95","1.13","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","1","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Diabetes","ICD-10-CM","E10-E14","RR","NA","Temperatura","1.02","0.93","1.11","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","2","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Diabetes","ICD-10-CM","E10-E14","RR","NA","Temperatura","1.05","0.96","1.15","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","0-1",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Diabetes","ICD-10-CM","E10-E14","RR","NA","Temperatura","1.04","0.94","1.15","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","0-2",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Diabetes","ICD-10-CM","E10-E14","RR","NA","Temperatura","S.I","S.I","S.I","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","DL0-2",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Trastornos mentales/del comportamiento","ICD-10-CM","F00-F99","RR","NA","Temperatura","0.99","0.91","1.07","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","0","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Trastornos mentales/del comportamiento","ICD-10-CM","F00-F99","RR","NA","Temperatura","0.99","0.91","1.07","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","1","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Trastornos mentales/del comportamiento","ICD-10-CM","F00-F99","RR","NA","Temperatura","1.00","0.92","1.08","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","2","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Trastornos mentales/del comportamiento","ICD-10-CM","F00-F99","RR","NA","Temperatura","0.98","0.89","1.07","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","0-1",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Trastornos mentales/del comportamiento","ICD-10-CM","F00-F99","RR","NA","Temperatura","0.96","0.87","1.06","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","0-2",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Trastornos mentales/del comportamiento","ICD-10-CM","F00-F99","RR","NA","Temperatura","S.I","S.I","S.I","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo","Día","","DL0-2",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Enfermedades respiratorias","ICD-10-CM","J00-J99","RR","NA","Temperatura","1.22","1.14","1.30","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo 2; Períodos de fuego","Día","","0-2",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Asma/sibilancias","ICD-10-CM","J45, R06.2","RR","NA","Temperatura","1.41","1.32","1.51","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo 2; Períodos de fuego","Día","0","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Asma/sibilancias","ICD-10-CM","J45, R06.2","RR","NA","Temperatura","1.36","1.26","1.46","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo 2; Períodos de fuego","Día","1","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Asma/sibilancias","ICD-10-CM","J45, R06.2","RR","NA","Temperatura","1.36","1.25","1.47","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo 2; Períodos de fuego","Día","2","",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Asma/sibilancias","ICD-10-CM","J45, R06.2","RR","NA","Temperatura","1.48","1.37","1.61","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo 2; Períodos de fuego","Día","","0-1",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Asma/sibilancias","ICD-10-CM","J45, R06.2","RR","NA","Temperatura","1.51","1.37","1.65","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo 2; Períodos de fuego","Día","","0-2",""
"PM AME 010","","https://doi.org/10.1016/j.scitotenv.2021.147507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades"," Neumonía","ICD-10-CM","J12-J18","RR","NA","Temperatura","1.04","0.94","1.15","Urgencias; 01 al 18 de octubre 2015 al 2017; Modelo ajustado al tiempo 2; Períodos de fuego","Día","0","",""
